id 	 label 	 feature
935	bin935	nuclear_DNA
936	bin936	nuclear_DNA
937	bin937	nuclear_DNA
938	bin938	nuclear_DNA
939	bin939	nuclear_DNA
940	bin940	nuclear_DNA
941	bin941	nuclear_DNA
942	bin942	nuclear_DNA
943	bin943	nuclear_DNA
944	bin944	nuclear_DNA
945	bin945	nuclear_DNA
946	bin946	nuclear_DNA
947	bin947	nuclear_DNA
948	bin948	nuclear_DNA
949	bin949	nuclear_DNA
950	bin950	nuclear_DNA
951	bin951	nuclear_DNA
952	bin952	nuclear_DNA
953	bin953	nuclear_DNA
954	bin954	nuclear_DNA
955	bin955	nuclear_DNA
956	bin956	nuclear_DNA
957	bin957	nuclear_DNA
958	bin958	nuclear_DNA
959	bin959	nuclear_DNA
960	bin960	nuclear_DNA
961	bin961	nuclear_DNA
962	bin962	nuclear_DNA
963	bin963	nuclear_DNA
964	bin964	nuclear_DNA
965	bin965	nuclear_DNA
966	bin966	nuclear_DNA
967	bin967	nuclear_DNA
968	bin968	nuclear_DNA
969	bin969	nuclear_DNA
970	bin970	nuclear_DNA
971	bin971	nuclear_DNA
972	bin972	nuclear_DNA
973	bin973	nuclear_DNA
974	bin974	nuclear_DNA
975	bin975	nuclear_DNA
976	bin976	nuclear_DNA
977	bin977	nuclear_DNA
978	bin978	nuclear_DNA
979	bin979	nuclear_DNA
980	bin980	nuclear_DNA
981	bin981	nuclear_DNA
982	bin982	nuclear_DNA
983	bin983	nuclear_DNA
984	bin984	nuclear_DNA
985	bin985	nuclear_DNA
986	bin986	nuclear_DNA
987	bin987	nuclear_DNA
988	bin988	nuclear_DNA
989	bin989	nuclear_DNA
990	bin990	nuclear_DNA
991	bin991	nuclear_DNA
992	bin992	nuclear_DNA
993	bin993	nuclear_DNA
994	bin994	nuclear_DNA
995	bin995	nuclear_DNA
996	bin996	nuclear_DNA
997	bin997	nuclear_DNA
998	bin998	nuclear_DNA
999	bin999	nuclear_DNA
1000	bin1000	nuclear_DNA
1001	bin1001	nuclear_DNA
1002	bin1002	nuclear_DNA
1003	bin1003	nuclear_DNA
1004	bin1004	nuclear_DNA
1005	bin1005	nuclear_DNA
1006	bin1006	nuclear_DNA
1007	bin1007	nuclear_DNA
1008	bin1008	nuclear_DNA
1009	bin1009	telomere
1010	bin1010	telomere
1011	bin1011	telomere
1012	bin1012	telomere
1013	bin1013	telomere
1014	bin1014	telomere
1015	bin1015	telomere
1016	bin1016	nuclear_DNA
1017	bin1017	nuclear_DNA
1018	bin1018	nuclear_DNA
1019	bin1019	nuclear_DNA
1020	bin1020	nuclear_DNA
1021	bin1021	nuclear_DNA
1022	bin1022	nuclear_DNA
1023	bin1023	nuclear_DNA
1024	bin1024	nuclear_DNA
1025	bin1025	nuclear_DNA
1026	bin1026	nuclear_DNA
1027	bin1027	nuclear_DNA
1028	bin1028	nuclear_DNA
1029	bin1029	nuclear_DNA
1030	bin1030	nuclear_DNA
1031	bin1031	nuclear_DNA
1032	bin1032	nuclear_DNA
1033	bin1033	nuclear_DNA
1034	bin1034	nuclear_DNA
1035	bin1035	nuclear_DNA
1036	bin1036	nuclear_DNA
1037	bin1037	nuclear_DNA
1038	bin1038	nuclear_DNA
1039	bin1039	nuclear_DNA
1040	bin1040	nuclear_DNA
1041	bin1041	nuclear_DNA
1042	bin1042	nuclear_DNA
1043	bin1043	nuclear_DNA
1044	bin1044	nuclear_DNA
1045	bin1045	nuclear_DNA
1046	bin1046	nuclear_DNA
1047	bin1047	nuclear_DNA
1048	bin1048	nuclear_DNA
1049	bin1049	nuclear_DNA
1050	bin1050	nuclear_DNA
1051	bin1051	nuclear_DNA
1052	bin1052	nuclear_DNA
1053	bin1053	nuclear_DNA
1054	bin1054	nuclear_DNA
1055	bin1055	nuclear_DNA
1056	bin1056	nuclear_DNA
1057	bin1057	nuclear_DNA
1058	bin1058	nuclear_DNA
1059	bin1059	nuclear_DNA
1060	bin1060	nuclear_DNA
1061	bin1061	nuclear_DNA
1062	bin1062	nuclear_DNA
1063	bin1063	nuclear_DNA
1064	bin1064	nuclear_DNA
1065	bin1065	nuclear_DNA
1066	bin1066	nuclear_DNA
1067	bin1067	nuclear_DNA
1068	bin1068	nuclear_DNA
1069	bin1069	nuclear_DNA
1070	bin1070	nuclear_DNA
1071	bin1071	nuclear_DNA
1072	bin1072	nuclear_DNA
1073	bin1073	nuclear_DNA
1074	bin1074	nuclear_DNA
1075	bin1075	nuclear_DNA
1076	bin1076	nuclear_DNA
1077	bin1077	nuclear_DNA
1078	bin1078	nuclear_DNA
1079	bin1079	nuclear_DNA
1080	bin1080	nuclear_DNA
1081	bin1081	nuclear_DNA
1082	bin1082	nuclear_DNA
1083	bin1083	nuclear_DNA
1084	bin1084	nuclear_DNA
1085	bin1085	nuclear_DNA
1086	bin1086	nuclear_DNA
1087	bin1087	nuclear_DNA
1088	bin1088	nuclear_DNA
1089	bin1089	nuclear_DNA
1090	bin1090	nuclear_DNA
1091	bin1091	nuclear_DNA
1092	bin1092	nuclear_DNA
1093	bin1093	nuclear_DNA
1094	bin1094	nuclear_DNA
1095	bin1095	nuclear_DNA
1096	bin1096	nuclear_DNA
1097	bin1097	nuclear_DNA
1098	bin1098	nuclear_DNA
1099	bin1099	nuclear_DNA
1100	bin1100	nuclear_DNA
1101	bin1101	nuclear_DNA
1102	bin1102	nuclear_DNA
1103	bin1103	nuclear_DNA
1104	bin1104	nuclear_DNA
1105	bin1105	nuclear_DNA
1106	bin1106	nuclear_DNA
1107	bin1107	nuclear_DNA
1108	bin1108	nuclear_DNA
1109	bin1109	nuclear_DNA
1110	bin1110	nuclear_DNA
1111	bin1111	nuclear_DNA
1112	bin1112	nuclear_DNA
1113	bin1113	nuclear_DNA
1114	bin1114	nuclear_DNA
1115	bin1115	nuclear_DNA
1116	bin1116	nuclear_DNA
1117	bin1117	nuclear_DNA
1118	bin1118	nuclear_DNA
1119	bin1119	centromere
1120	bin1120	centromere
1121	bin1121	centromere
1122	bin1122	centromere
1123	bin1123	centromere
1124	bin1124	centromere
1125	bin1125	centromere
1126	bin1126	centromere
1127	bin1127	nuclear_DNA
1128	bin1128	nuclear_DNA
1129	bin1129	nuclear_DNA
1130	bin1130	nuclear_DNA
1131	bin1131	nuclear_DNA
1132	bin1132	nuclear_DNA
1133	bin1133	nuclear_DNA
1134	bin1134	nuclear_DNA
1135	bin1135	nuclear_DNA
1136	bin1136	nuclear_DNA
1137	bin1137	nuclear_DNA
1138	bin1138	nuclear_DNA
1139	bin1139	nuclear_DNA
1140	bin1140	nuclear_DNA
1141	bin1141	nuclear_DNA
1142	bin1142	nuclear_DNA
1143	bin1143	nuclear_DNA
1144	bin1144	nuclear_DNA
1145	bin1145	nuclear_DNA
1146	bin1146	nuclear_DNA
1147	bin1147	nuclear_DNA
1148	bin1148	nuclear_DNA
1149	bin1149	nuclear_DNA
1150	bin1150	nuclear_DNA
1151	bin1151	nuclear_DNA
1152	bin1152	nuclear_DNA
1153	bin1153	nuclear_DNA
1154	bin1154	nuclear_DNA
1155	bin1155	nuclear_DNA
1156	bin1156	nuclear_DNA
1157	bin1157	nuclear_DNA
1158	bin1158	nuclear_DNA
1159	bin1159	nuclear_DNA
1160	bin1160	nuclear_DNA
1161	bin1161	nuclear_DNA
1162	bin1162	nuclear_DNA
1163	bin1163	nuclear_DNA
1164	bin1164	nuclear_DNA
1165	bin1165	nuclear_DNA
1166	bin1166	nuclear_DNA
1167	bin1167	nuclear_DNA
1168	bin1168	nuclear_DNA
1169	bin1169	nuclear_DNA
1170	bin1170	nuclear_DNA
1171	bin1171	nuclear_DNA
1172	bin1172	nuclear_DNA
1173	bin1173	nuclear_DNA
1174	bin1174	nuclear_DNA
1175	bin1175	nuclear_DNA
1176	bin1176	nuclear_DNA
1177	bin1177	nuclear_DNA
1178	bin1178	nuclear_DNA
1179	bin1179	nuclear_DNA
1180	bin1180	nuclear_DNA
1181	bin1181	nuclear_DNA
1182	bin1182	nuclear_DNA
1183	bin1183	nuclear_DNA
1184	bin1184	nuclear_DNA
1185	bin1185	nuclear_DNA
1186	bin1186	nuclear_DNA
1187	bin1187	nuclear_DNA
1188	bin1188	nuclear_DNA
1189	bin1189	nuclear_DNA
1190	bin1190	nuclear_DNA
1191	bin1191	nuclear_DNA
1192	bin1192	nuclear_DNA
1193	bin1193	nuclear_DNA
1194	bin1194	nuclear_DNA
1195	bin1195	nuclear_DNA
1196	bin1196	nuclear_DNA
1197	bin1197	nuclear_DNA
1198	bin1198	nuclear_DNA
1199	bin1199	nuclear_DNA
1200	bin1200	nuclear_DNA
1201	bin1201	nuclear_DNA
1202	bin1202	nuclear_DNA
1203	bin1203	nuclear_DNA
1204	bin1204	nuclear_DNA
1205	bin1205	nuclear_DNA
1206	bin1206	nuclear_DNA
1207	bin1207	nuclear_DNA
1208	bin1208	nuclear_DNA
1209	bin1209	nuclear_DNA
1210	bin1210	nuclear_DNA
1211	bin1211	nuclear_DNA
1212	bin1212	nuclear_DNA
1213	bin1213	nuclear_DNA
1214	bin1214	nuclear_DNA
1215	bin1215	nuclear_DNA
1216	bin1216	nuclear_DNA
1217	bin1217	nuclear_DNA
1218	bin1218	nuclear_DNA
1219	bin1219	nuclear_DNA
1220	bin1220	nuclear_DNA
1221	bin1221	nuclear_DNA
1222	bin1222	nuclear_DNA
1223	bin1223	nuclear_DNA
1224	bin1224	nuclear_DNA
1225	bin1225	nuclear_DNA
1226	bin1226	nuclear_DNA
1227	bin1227	nuclear_DNA
1228	bin1228	nuclear_DNA
1229	bin1229	nuclear_DNA
1230	bin1230	nuclear_DNA
1231	bin1231	nuclear_DNA
1232	bin1232	nuclear_DNA
1233	bin1233	nuclear_DNA
1234	bin1234	nuclear_DNA
1235	bin1235	nuclear_DNA
1236	bin1236	nuclear_DNA
1237	bin1237	nuclear_DNA
1238	bin1238	nuclear_DNA
1239	bin1239	nuclear_DNA
1240	bin1240	nuclear_DNA
1241	bin1241	nuclear_DNA
1242	bin1242	nuclear_DNA
1243	bin1243	nuclear_DNA
1244	bin1244	nuclear_DNA
1245	bin1245	nuclear_DNA
1246	bin1246	nuclear_DNA
1247	bin1247	nuclear_DNA
1248	bin1248	nuclear_DNA
1249	bin1249	nuclear_DNA
1250	bin1250	nuclear_DNA
1251	bin1251	nuclear_DNA
1252	bin1252	nuclear_DNA
1253	bin1253	nuclear_DNA
1254	bin1254	nuclear_DNA
1255	bin1255	nuclear_DNA
1256	bin1256	nuclear_DNA
1257	bin1257	nuclear_DNA
1258	bin1258	telomere
